alley_id,alley_name,section_id,pid,from_street,to_street,surface,width_ft,slab_length_ft,slab_width_ft,construction_date,construction_year,general_condition,pci_2022_2023,pci_2024,pci_change,pci_2024_band,scheduled_build_year,in_2026_cip,length_ft,object_id,centroid_latitude,centroid_longitude
178-N,ALLEY 178-N,00,ALLEYS::178-N::00,Alley 178,N Marion St,PCC,18,10,8,2015-06-01,2015,,100,100,0,80-100,,N,203.0,1,41.9084028,-87.8046043
178,ALLEY 178,00,ALLEYS::178::00,Alley 178N,Le Moyne Pkwy,PCC,16,12,8,2015-06-01,2015,,89,89,0,80-100,,N,489.7,2,41.9077256,-87.8049621
177,ALLEY 177,00,ALLEYS::177::00,Alley 177 N,Le Moyne Pkwy,PCC,16,30,15,2004-06-01,2004,,36,53,17,40-59,,N,491.1,3,41.9077455,-87.8034441
177-N,ALLEY 177-N,00,ALLEYS::177-N::00,N Marion St,Belleforted Ave,PCC,17,15,6,2004-06-01,2004,,92,92,0,80-100,,N,416.1,4,41.9084191,-87.8034674
172-N,ALLEY 172-N,00,ALLEYS::172-N::00,Belleforted Ave,N Forest Ave,PCC,17,10,6,2004-06-01,2004,,93,93,0,80-100,,N,417.4,5,41.908441,-87.8019367
172,ALLEY 172,00,ALLEYS::172::00,Alley 172 N,Le Moyne Pkwy,PCC,16,30,15,2004-06-01,2004,,41,48,7,40-59,,N,488.3,6,41.9077712,-87.8019151
119-N,ALLEY 119-N,00,ALLEYS::119-N::00,N Humphrey Ave,N Austin Blvd,PCC,17,12,6,2014-06-01,2014,,93,93,0,80-100,,N,358.8,7,41.908773,-87.7762354
119,ALLEY 119,00,ALLEYS::119::00,Alley 119 N,Alley 119 S,PCC,16,15,16,1926-06-01,1926,,32,50,18,40-59,,N,290.4,8,41.9083747,-87.7762272
119-S,ALLEY 119-S,00,ALLEYS::119-S::00,N Humphrey Ave,N Austin Blvd,PCC,16,33,16,1900-01-01,1900,,26,46,20,40-59,,N,356.2,9,41.9079763,-87.7762137
118,ALLEY 118,00,ALLEYS::118::00,Alley 118 N,Alley 118 S,PCC,22,12,6,2002-06-01,2002,,85,85,0,80-100,,N,290.8,10,41.9083556,-87.7775312
118-N,ALLEY 118-N,00,ALLEYS::118-N::00,N Taylor Ave,N Humphrey Ave,PCC,22,15,6,2002-06-01,2002,,85,85,0,80-100,,N,355.0,11,41.9087545,-87.7775449
118-S,ALLEY 118-S,00,ALLEYS::118-S::00,N Taylor Ave,N Humphrey Ave,PCC,22,10,6,2002-06-01,2002,,89,89,0,80-100,,N,355.6,12,41.9079568,-87.7775189
117,ALLEY 117,00,ALLEYS::117::00,Alley 117 N,Alley 117 S,PCC,22,30,10,1924-06-01,1924,,38,53,15,40-59,,N,290.3,13,41.9083358,-87.7788344
117-S,ALLEY 117-S,00,ALLEYS::117-S::00,N Hayes Ave,N Taylor Ave,PCC,16,33,16,1900-01-01,1900,,26,44,18,40-59,,N,354.6,14,41.9079376,-87.778823
115,ALLEY 115,00,ALLEYS::115::00,Alley 115 N,Alley 115 S,PCC,22,18,6,2013-06-01,2013,,95,95,0,80-100,,N,289.0,15,41.9082929,-87.78144
115-S,ALLEY 115-S,00,ALLEYS::115-S::00,N Harvey St,N Lombard Ave,PCC,22,15,10,2013-06-01,2013,,92,93,1,80-100,,N,354.4,16,41.9078964,-87.7814292
116-S,ALLEY 116-S,00,ALLEYS::116-S::00,N Lombard Ave,N Hayes Ave,PCC,22,10,6,2003-06-01,2003,,91,91,0,80-100,,N,355.1,17,41.9079182,-87.7801266
116,ALLEY 116,00,ALLEYS::116::00,Alley 116 N,Alley 116 S,PCC,22,10,6,2003-06-01,2003,,85,86,1,80-100,,N,289.2,18,41.9083147,-87.7801384
120,ALLEY 120,00,ALLEYS::120::00,Alley 120 N,Le Moyne Pkwy,AC,16,0,0,1926-06-01,1926,,20,20,0,0-39,2025,N,486.2,19,41.9080167,-87.7826855
120-N,ALLEY 120-N,00,ALLEYS::120-N::00,N Ridgeland Ave,N Harvey St,PCC,16,10,10,1900-01-01,1900,,43,20,-23,0-39,2025,N,340.7,20,41.9086835,-87.7827205
117-N,ALLEY 117-N,00,ALLEYS::117-N::00,N Hayes Ave,N Taylor Ave,PCC,17,10,10,1900-01-01,1900,,55,65,10,60-79,,N,354.0,21,41.9087339,-87.7788469
116-N,ALLEY 116-N,00,ALLEYS::116-N::00,N Lombard Ave,N Hayes Ave,PCC,22,10,6,2003-06-01,2003,,95,95,0,80-100,,N,355.2,22,41.9087114,-87.7801497
128-N,ALLEY 128-N,00,ALLEYS::128-N::00,Edmer Ave,N Ridgeland Ave,PCC,16,20,10,1900-01-01,1900,,58,66,8,60-79,,N,375.3,23,41.9086594,-87.7840604
128,ALLEY 128,00,ALLEYS::128::00,Alley 128 N,Le Moyne Pkwy,PCC,16,20,8,1926-06-01,1926,,46,56,10,40-59,,N,484.2,24,41.9079947,-87.7840749
129-N,ALLEY 129-N,00,ALLEYS::129-N::00,Rossell Ave,Edmer Ave,PCC,16,12,8,2016-06-01,2016,,82,82,0,80-100,,N,354.7,25,41.9086393,-87.7853838
129,ALLEY 129,00,ALLEYS::129::00,Alley 129 N,Le Moyne Pkwy,PCC,16,12,8,2016-06-01,2016,,91,91,0,80-100,,N,483.4,26,41.9081968,-87.785369
132-N,ALLEY 132-N,00,ALLEYS::132-N::00,N Elmwood Ave,Rossell Ave,PCC,16,10,6,2005-06-01,2005,,94,94,0,80-100,,N,354.4,27,41.9086225,-87.7866862
132,ALLEY 132,00,ALLEYS::132::00,Alley 132 N,Le Moyne Pkwy,PCC,22,10,6,2005-06-01,2005,,96,96,0,80-100,,N,482.1,28,41.9079612,-87.7866624
133-N,ALLEY 133-N,00,ALLEYS::133-N::00,N Fair Oaks Ave,N Elmwood Ave,PCC,16,10,6,2005-06-01,2005,,87,88,1,80-100,,N,385.3,29,41.908606,-87.7880511
133,ALLEY 133,00,ALLEYS::133::00,Alley 133 N,Le Moyne Pkwy,PCC,22,12,6,2005-06-01,2005,,96,96,0,80-100,,N,482.2,30,41.9079442,-87.788042
140-N,ALLEY 140-N,00,ALLEYS::140-N::00,N East Ave,N Fair Oaks Ave,PCC,16,10,6,2003-06-01,2003,,93,93,0,80-100,,N,393.6,31,41.9085881,-87.7894754
140,ALLEY 140,00,ALLEYS::140::00,Alley 140 N,Le Moyne Pkwy,PCC,22,10,6,2003-06-01,2003,,93,96,3,80-100,,N,482.7,32,41.9079259,-87.7894542
141-N,ALLEY 141-N,00,ALLEYS::141-N::00,N Columbian Ave,N East Ave,PCC,16,10,6,2003-06-01,2003,,72,73,1,60-79,,N,329.7,33,41.9085709,-87.7908024
141,ALLEY 141,00,ALLEYS::141::00,Alley 141 N,Le Moyne Pkwy,PCC,18,33,18,2003-06-01,2003,,14,34,20,0-39,,N,482.7,34,41.9079087,-87.7907831
148,ALLEY 148,00,ALLEYS::148::00,Alley 148 N,Le Moyne Pkwy,PCC,22,16,6,2006-06-01,2006,,89,89,0,80-100,,N,482.6,35,41.907893,-87.7919946
148-N,ALLEY 148-N,00,ALLEYS::148-N::00,N Linden Ave,N Columbian Ave,PCC,16,15,6,2006-06-01,2006,,88,88,0,80-100,,N,330.0,36,41.9085553,-87.7920141
149-N,ALLEY 149-N,00,ALLEYS::149-N::00,N Euclid Ave,N Linden Ave,PCC,16,10,6,2004-06-01,2004,,98,98,0,80-100,,N,329.7,37,41.9085381,-87.7932264
149,ALLEY 149,00,ALLEYS::149::00,Alley 149 N,Le Moyne Pkwy,PCC,16,12,6,2004-06-01,2004,,97,97,0,80-100,,N,482.1,38,41.9078768,-87.7932072
156-N,ALLEY 156-N,00,ALLEYS::156-N::00,N Oak Park Ave,N Euclid Ave,PCC,16,10,6,2010-06-01,2010,,93,93,0,80-100,,N,330.9,39,41.9085273,-87.7944411
156,ALLEY 156,00,ALLEYS::156::00,Alley 156 N,Le Moyne Pkwy,PCC,16,12,8,2016-06-01,2016,,94,94,0,80-100,,N,484.1,40,41.9080842,-87.794429
157,ALLEY 157,00,ALLEYS::157::00,Alley 157 N,Le Moyne Pkwy,PCC,16,12,8,2018-06-01,2018,,96,96,0,80-100,,N,486.7,41,41.9078488,-87.7957742
157-N,ALLEY 157-N,00,ALLEYS::157-N::00,N Grove Ave,N Oak Park Ave,PCC,16,10,6,2008-06-01,2008,,100,100,0,80-100,,N,405.7,42,41.9085164,-87.7957927
164-N,ALLEY 164-N,00,ALLEYS::164-N::00,N Kellworth Ave,N Grove Ave,PCC,16,10,6,2003-06-01,2003,,96,96,0,80-100,,N,429.0,43,41.9084929,-87.7973128
164,ALLEY 164,00,ALLEYS::164::00,Alley 164 N,Le Moyne Pkwy,PCC,16,10,8,2003-06-01,2003,,96,96,0,80-100,,N,485.2,44,41.9078272,-87.7972655
165-N,ALLEY 165-N,00,ALLEYS::165-N::00,N Woodbine Ave,N Kellworth Ave,PCC,16,10,6,1900-01-01,1900,,81,81,0,80-100,,N,403.0,45,41.9084741,-87.7988694
165,ALLEY 165,00,ALLEYS::165::00,Alley 165 N,Le Moyne Pkwy,PCC,16,30,15,2008-06-01,2008,,45,53,8,40-59,,N,486.3,46,41.9078069,-87.798879
171-N,ALLEY 171-N,00,ALLEYS::171-N::00,N Forest Ave,N Woodbine Ave,PCC,16,10,6,2005-06-01,2005,,95,95,0,80-100,,N,429.0,47,41.9084602,-87.8003896
171,ALLEY 171,00,ALLEYS::171::00,Alley 171 N,Le Moyne Pkwy,PCC,16,30,15,1929-06-01,1929,,56,61,5,60-79,,N,485.3,48,41.9077943,-87.8003824
102,ALLEY 102,00,ALLEYS::102::00,Alley 102 N,Greenfield St,PCC,16,30,15,1925-06-01,1925,,38,49,11,40-59,,N,405.4,49,41.9064361,-87.7761645
102-N,ALLEY 102-N,00,ALLEYS::102-N::00,N Humphrey Ave,N Austin Blvd,PCC,16,33,16,1900-01-01,1900,,17,34,17,0-39,,N,355.1,50,41.9069922,-87.776182
103-N,ALLEY 103-N,00,ALLEYS::103-N::00,N Taylor Ave,N Humphrey Ave,PCC,22,15,6,2006-06-01,2006,,91,91,0,80-100,,N,355.5,51,41.9069734,-87.777487
103,ALLEY 103,00,ALLEYS::103::00,Alley 103 N,Greenfield St,PCC,22,12,6,2006-06-01,2006,,85,86,1,80-100,,N,403.4,52,41.9064201,-87.7774696
108-N,ALLEY 108-N,00,ALLEYS::108-N::00,N Hayes Ave,N Taylor Ave,PCC,22,10,6,2007-06-01,2007,,97,97,0,80-100,,N,355.4,53,41.9069546,-87.7787929
108,ALLEY 108,00,ALLEYS::108::00,Alley 108 N,Greenfield St,PCC,22,12,6,2007-06-01,2007,,94,94,0,80-100,,N,402.5,54,41.9064024,-87.7787761
109,ALLEY 109,00,ALLEYS::109::00,Alley 109 N,Greenfield St,PCC,16,33,10,1924-06-01,1924,,19,38,19,0-39,,N,401.5,55,41.906565,-87.7800859
114-N,ALLEY 114-N,00,ALLEYS::114-N::00,N Harvey St,N Lombard Ave,PCC,16,32,10,2014-06-01,2014,,25,46,21,40-59,2025,N,354.2,56,41.9069171,-87.7813985
114,ALLEY 114,00,ALLEYS::114::00,Alley 114 N,Greenfield St,PCC,16,33,16,2014-06-01,2014,,52,67,15,60-79,2025,N,400.2,57,41.9063681,-87.78138
121,ALLEY 121,00,ALLEYS::121::00,Le Moyne Pkwy,Greenfield St,PCC,22,10,6,2007-06-01,2007,,91,91,0,80-100,,N,564.2,58,41.9065758,-87.782649
179,ALLEY 179,00,ALLEYS::179::00,Le Moyne Pkwy,Greenfield St,PCC,17,12,8,1973-06-01,1973,,96,96,0,80-100,,N,669.5,59,41.9061354,-87.8049232
147,ALLEY 147,00,ALLEYS::147::00,Le Moyne Pkwy,Greenfield St,PCC,18,10,6,2006-06-01,2006,,96,96,0,80-100,,N,589.2,60,41.9064226,-87.7919553
142,ALLEY 142,00,ALLEYS::142::00,Le Moyne Pkwy,Greenfield St,PCC,18,10,6,2002-06-01,2002,,94,94,0,80-100,,N,589.4,61,41.906438,-87.7907434
143,ALLEY 143,00,ALLEYS::143::00,Greenfield St,Berkshire St,PCC,22,12,6,2006-06-01,2006,,94,95,1,80-100,,N,704.2,62,41.9046635,-87.7906903
139,ALLEY 139,00,ALLEYS::139::00,Le Moyne Pkwy,Greenfield St,PCC,16,10,6,2003-06-01,2003,,88,88,0,80-100,,N,589.3,63,41.9064553,-87.7894084
138,ALLEY 138,00,ALLEYS::138::00,Greenfield St,Berkshire St,PCC,16,10,8,2015-06-01,2015,,95,95,0,80-100,,N,702.6,64,41.9046831,-87.789355
146-N,ALLEY 146-N,00,ALLEYS::146-N::00,N Linden Ave,Alley 146,PCC,18,12,6,1900-01-01,1900,,92,92,0,80-100,,N,165.4,65,41.9048333,-87.7922117
151,ALLEY 151,00,ALLEYS::151::00,Greenfield St,Berkshire St,PCC,16,12,8,2018-06-01,2018,,95,95,0,80-100,,N,708.6,66,41.9046276,-87.7931167
154,ALLEY 154,00,ALLEYS::154::00,Greenfield St,Berkshire St,PCC,16,10,8,2016-06-01,2016,,97,97,0,80-100,,N,710.8,67,41.9046111,-87.7943349
158,ALLEY 158,00,ALLEYS::158::00,Le Moyne Pkwy,Greenfield St,PCC,16,33,16,1928-06-01,1928,,18,35,17,0-39,2025,N,667.6,68,41.9062652,-87.7957335
159,ALLEY 159,00,ALLEYS::159::00,Greenfield St,Berkshire St,PCC,16,33,16,1926-06-01,1926,,17,34,17,0-39,,N,665.7,69,41.9044361,-87.7956868
163,ALLEY 163,00,ALLEYS::163::00,Le Moyne Pkwy,Greenfield St,PCC,16,33,16,1928-06-01,1928,,26,46,20,40-59,,N,667.2,70,41.9062465,-87.7972201
162,ALLEY 162,00,ALLEYS::162::00,Greenfield St,Berkshire St,PCC,16,13,8,2017-06-01,2017,,94,94,0,80-100,,N,667.1,71,41.9044162,-87.797167
166,ALLEY 166,00,ALLEYS::166::00,Le Moyne Pkwy,Greenfield St,PCC,16,12,6,2007-06-01,2007,,96,96,0,80-100,,N,668.0,72,41.9062235,-87.7988302
