objectid,icn,statistical_yearof_crash,contrib_cause_prim,contrib_cause_prim_grouping,contrib_cause_sec,type_of_first_crash,traf_control_device,traf_control_device_cond,weather_cond,lighting_cond,ts_crash_latitude,ts_crash_longitude,crash_report_city,crash_injury_severity,is_injury,is_fatal_injury,crash_injury_severity_sort,crash_time_hour,crash_time_mins,is_holiday,is_intersection,is_hit_and_run,is_work_zone_related,is_all_insured,is_any_citation,crash_report_district,crash_report_region,intersection_streets,total_fatals,total_injured,crash_day_of_week,is_teen_driver_crash,is_pedestrain,is_pedalcyclist,is_traffic_signal,is_light_support,is_culvert,is_curb,is_cable_median_barrier,a_injury_crash_ind,b_injury_crash_ind,c_injury_crash_ind,o_injury_crash_ind,ka_crash_ind,kab_crash_ind,dooring_with_pedalcyclist,did_crash_occur_in_work_zone,urban,located_by,latitude,longitude
29,202101289143,2021,Failing to Reduce Speed to Avoid Crash,Speed,Unable to Determine,Pedalcyclist,Pedestrian Crossing Sign,Functioning Properly,Clear,Daylight,41.894520048701764,-87.78812185046442,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,17,31,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Chicago Ave/N Scoville Ave,0,1,Fri,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.89452,-87.7881218
87,202401078673,2024,Failing to Reduce Speed to Avoid Crash,Speed,(N/A),Pedestrian,No Controls,No Controls,Clear,Daylight,41.88005682914404,-87.78015679775557,Oak Park,0-Property damage crash,No,No,4,14,28,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,0,Sat,No,Yes,No,No,No,No,No,No,0,0,0,1,0,0,No,No,Urban,Coordinate,41.8800568,-87.7801568
684,202301128796,2023,Failing to Yield Right of Way,Other,Driving Skills/Knowledge/Experience,Pedalcyclist,Stop Sign,Functioning Properly,Clear,Daylight,41.876331964538025,-87.77945082900564,Oak Park,A-Incapacitating injury crash,Yes,No,1,08,06,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Thu,No,No,Yes,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.876332,-87.7794508
804,202301321724,2023,Driving Skills/Knowledge/Experience,Other,(N/A),Pedalcyclist,Stop Sign,Functioning Properly,Clear,Daylight,41.87616439779484,-87.7904399595124,Oak Park,0-Property damage crash,No,No,4,13,18,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Clarence Ave/Jackson Blvd,0,0,Sat,No,No,Yes,No,No,No,No,No,0,0,0,1,0,0,No,No,Urban,Coordinate,41.8761644,-87.79044
843,202101294204,2021,Unable to Determine,Other,(N/A),Pedalcyclist,Stop Sign,No Controls,Clear,Daylight,41.886920139835425,-87.78954040735377,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,18,28,No,Yes,No,Yes,Yes,No,District 1,Region 1,East Ave/South Bl,0,1,Thu,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8869201,-87.7895404
1059,202301323199,2023,Disregarding Traffic Signals,Disregarding Traffic Control,Failing to Yield Right of Way,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.886975499482396,-87.78463991483024,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,14,58,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,S Ridgeland Ave/South Blvd,0,1,Mon,Yes,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8869755,-87.7846399
1607,202101121532,2021,Failing to Yield Right of Way,Other,Unable to Determine,Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.87925050523898,-87.78441303095795,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,14,38,No,No,No,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Mon,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8792505,-87.784413
1752,202101299114,2021,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,Traffic Signal,Functioning Properly,Cloudy/Overcast,Daylight,41.890553699391326,-87.80511001936628,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,08,25,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,N Harlem Ave/Ontario St,0,1,Mon,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8905537,-87.80511
1837,202001183453,2020,Disregarding Traffic Signals,Disregarding Traffic Control,Unable to Determine,Pedestrian,No Controls,No Controls,Clear,Daylight,41.865362913279625,-87.80422039300733,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,12,24,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Wed,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8653629,-87.8042204
1932,202301141008,2023,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.898031421312865,-87.79606141927954,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,18,23,Yes,No,No,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Fri,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8980314,-87.7960614
1959,202401435758,2024,Failing to Reduce Speed to Avoid Crash,Speed,Improper Turning/No Signal,Pedestrian,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.86896130590784,-87.7840900439966,Oak Park,0-Property damage crash,No,No,4,19,22,No,Yes,No,Yes,Yes,No,District 1,Region 1,Harvard/Ridgeland,0,0,Wed,No,Yes,No,No,No,No,No,No,0,0,0,1,0,0,No,No,Urban,Coordinate,41.8689613,-87.78409
2008,202101129673,2021,Improper Lane Usage,Other,(N/A),Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.90175928677919,-87.80552813991989,Oak Park,K-Fatal crash,No,Yes,0,15,24,No,No,No,Yes,(UNK),Yes,District 1,Region 1,(N/A),1,0,Tue,No,No,Yes,No,No,No,No,No,0,0,0,0,1,1,No,No,Urban,Coordinate,41.9017593,-87.8055281
2255,202001190879,2020,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Dusk,41.87610946993327,-87.79410094981726,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,19,30,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Jackson Blvd/S Oak Park Ave,0,1,Tue,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8761095,-87.7941009
2400,202401023347,2024,Failing to Yield Right of Way,Other,(N/A),Pedestrian,Traffic Signal,Functioning Properly,Clear,Daylight,41.87970719666538,-87.79426951978947,Oak Park,A-Incapacitating injury crash,Yes,No,1,12,51,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Madison St/S Oak Park Ave,0,1,Wed,No,Yes,No,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.8797072,-87.7942695
2524,202401435906,2024,Failing to Yield Right of Way,Other,Unable to Determine,Pedalcyclist,Stop Sign,Functioning Properly,Unknown,"Darkness, Lighted Road",41.87675,-87.80221,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,17,23,No,Yes,Yes,Yes,Yes,No,District 1,Region 1,Adams St/Wisconsin Ave,0,1,Sat,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.87675,-87.80221
2765,202301334754,2023,Improper Lane Usage,Other,Failing to Yield Right of Way,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.88866995675322,-87.80017124773568,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,16,51,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Forest Ave/Lake St,0,1,Wed,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.88867,-87.8001712
2801,202001198657,2020,Failing to Yield Right of Way,Other,Driving Skills/Knowledge/Experience,Pedestrian,No Controls,No Controls,Clear,"Darkness, Lighted Road",41.880695888808624,-87.80474844912857,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,00,08,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Thu,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8806959,-87.8047484
2918,202401024868,2024,Failing to Yield Right of Way,Other,(N/A),Pedestrian,Pedestrian Crossing Sign,Functioning Properly,Freezing Rain or Freezing Drizzle,"Darkness, Lighted Road",41.88675874674021,-87.80275119943255,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,17,37,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Fri,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8867587,-87.8027512
3497,202301339603,2023,Failing to Yield Right of Way,Other,Unable to Determine,Pedestrian,Traffic Signal,Functioning Properly,Clear,Daylight,41.88859154241627,-87.79269162496816,Oak Park,A-Incapacitating injury crash,Yes,No,1,10,23,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Lake St/N Euclid Ave,0,1,Sat,No,Yes,No,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.8885915,-87.7926916
3876,202001213888,2020,Operating Vehicle In Reckless Manner,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,No Controls,No Controls,Clear,Darkness,41.88402281775475,-87.77622869749,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,03,57,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Sat,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8840228,-87.7762287
3879,202001214031,2020,Unable to Determine,Other,Unable to Determine,Pedestrian,No Controls,No Controls,Clear,Daylight,41.87485296219523,-87.78429084436729,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,14,44,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Sun,Yes,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.874853,-87.7842908
3880,202001214033,2020,Improper Turning/No Signal,Other,Driving On Wrong Side/Wrong Way,Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.90377710098686,-87.78490060587926,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,19,00,No,No,Yes,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Sun,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.9037771,-87.7849006
3882,202001214099,2020,Vision Obscured,Other,Unable to Determine,Pedestrian,Traffic Signal,Functioning Properly,Clear,Daylight,41.88670476534681,-87.80494854151017,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,18,15,No,Yes,No,Yes,Yes,No,District 1,Region 1,(UNK)/Harlem,0,1,Tue,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8867048,-87.8049485
3907,202101144109,2021,Improper Backing,Other,(N/A),Pedestrian,Traffic Signal,Functioning Properly,Clear,Daylight,41.88009633597208,-87.77953850409101,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,12,50,No,No,Yes,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Wed,Yes,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8800963,-87.7795385
4121,202101310530,2021,Failing to Reduce Speed to Avoid Crash,Speed,(N/A),Pedalcyclist,Stop Sign,Functioning Properly,Clear,Daylight,41.89169598099209,-87.78643551526052,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,08,00,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Thu,Yes,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.891696,-87.7864355
4145,202001217914,2020,Failing to Yield Right of Way,Other,(N/A),Pedestrian,No Controls,No Controls,Clear,Daylight,41.87972377549921,-87.79463675998063,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,15,11,No,No,No,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Tue,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8797238,-87.7946368
4167,202301343613,2023,Failing to Yield Right of Way,Other,Improper Lane Usage,Pedestrian,Stop Sign,Functioning Properly,Clear,Daylight,41.86503222905344,-87.80335728965163,Oak Park,A-Incapacitating injury crash,Yes,No,1,08,30,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Roosevelt Rd/S Maple Ave,0,2,Tue,No,Yes,No,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.8650322,-87.8033573
4207,202401158813,2024,Disregarding Other Traffic Signs,Disregarding Traffic Control,Disregarding Other Traffic Signs,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.88831,-87.78474,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,15,27,No,Yes,No,Yes,Yes,No,District 1,Region 1,Lake St/N Ridgeland Ave,0,1,Sat,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.88831,-87.78474
4230,202101311710,2021,Driving Skills/Knowledge/Experience,Other,Driving Skills/Knowledge/Experience,Pedalcyclist,No Controls,No Controls,Clear,"Darkness, Lighted Road",41.89705508379811,-87.80534024006039,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,23,07,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Thu,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8970551,-87.8053402
4573,202101430794,2021,Disregarding Traffic Signals,Disregarding Traffic Control,(N/A),Pedalcyclist,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.88170999977678,-87.78451000142935,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,19,05,No,Yes,No,Yes,Yes,No,District 1,Region 1,S Ridgeland Ave/Washington Blvd,0,1,Wed,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.88171,-87.78451
4574,202201033841,2022,Failing to Yield Right of Way,Other,Unable to Determine,Pedestrian,Stop Sign,Functioning Properly,Clear,Daylight,41.89309117097863,-87.78482978020148,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,15,02,No,No,No,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Sat,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8930912,-87.7848298
4576,202101430804,2021,Failing to Yield Right of Way,Other,Driving Skills/Knowledge/Experience,Pedalcyclist,Stop Sign,Functioning Properly,Cloudy/Overcast,Daylight,41.89817361290129,-87.78825524268285,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,07,40,No,Yes,No,Yes,Yes,No,District 1,Region 1,Augusta St/Fair Oaks Ave,0,1,Thu,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8981736,-87.7882552
4768,202401030468,2024,Disregarding Traffic Signals,Disregarding Traffic Control,Failing to Reduce Speed to Avoid Crash,Pedestrian,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.88800991933333,-87.77487545811393,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,06,25,No,Yes,No,Yes,Yes,No,District 1,Region 1,Austin Blvd/Lake St,0,1,Sat,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8880099,-87.7748755
5088,202401032398,2024,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,No Controls,No Controls,Rain,Daylight,41.88857939204688,-87.8044498195417,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,13,59,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Tue,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8885794,-87.8044498
5131,202001232316,2020,Failing to Yield Right of Way,Other,Unable to Determine,Pedestrian,Stop Sign,Functioning Properly,Clear,Daylight,41.88676529467582,-87.80248481021417,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,14,52,Yes,Yes,No,Yes,Yes,Yes,District 1,Region 1,Marion St/South Blvd,0,1,Sat,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8867653,-87.8024848
5171,202301173027,2023,Failing to Reduce Speed to Avoid Crash,Speed,Unable to Determine,Pedestrian,Pedestrian Crossing Sign,Functioning Properly,Clear,Daylight,41.89456000697097,-87.78485942916296,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,09,45,No,Yes,No,Yes,Yes,No,District 1,Region 1,Chicago Ave/N Ridgeland Ave,0,2,Fri,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.89456,-87.7848594
5483,202101405346,2021,Improper Turning/No Signal,Other,Driving Skills/Knowledge/Experience,Pedestrian,No Controls,No Controls,Clear,Darkness,41.868357476500876,-87.80431817940055,Oak Park,0-Property damage crash,No,No,4,17,05,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,0,Mon,No,Yes,No,No,No,No,No,No,0,0,0,1,0,0,No,No,Urban,Coordinate,41.8683575,-87.8043182
5583,202101159764,2021,Failing to Reduce Speed to Avoid Crash,Speed,Unable to Determine,Pedestrian,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.87374724356772,-87.80452297773734,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,22,20,Yes,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Sun,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8737472,-87.804523
6229,202101165335,2021,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.87230217415038,-87.80446009898006,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,18,38,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Garfield/S Harlem Ave,0,1,Wed,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8723022,-87.8044601
6463,202301356370,2023,Failing to Yield Right of Way,Other,Unable to Determine,Pedestrian,Other,Functioning Properly,Clear,Daylight,41.888071507888405,-87.7765320433189,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,14,52,No,Yes,Yes,Yes,Yes,No,District 1,Region 1,Lake St/N Humphrey Ave,0,1,Sat,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8880715,-87.776532
6571,202001252982,2020,Under Influence of Alcohol/Drugs,Alcohol,Failing to Reduce Speed to Avoid Crash,Parked Motor Vehicle,No Controls,Functioning Properly,Clear,"Darkness, Lighted Road",41.870963555417,-87.7750855842463,Oak Park,A-Incapacitating injury crash,Yes,No,1,12,39,No,No,Yes,Yes,Yes,Yes,District 1,Region 1,(N/A),0,5,Thu,No,Yes,No,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.8709636,-87.7750856
6679,202101170583,2021,Failing to Yield Right of Way,Other,(N/A),Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.88832002125631,-87.78468987924656,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,16,26,No,Yes,No,Yes,Yes,No,District 1,Region 1,Lake St/N Ridgeland Ave,0,1,Sat,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.88832,-87.7846899
6681,202101170667,2021,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.87810213150868,-87.78244500975373,Oak Park,0-Property damage crash,No,No,4,12,28,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,0,Fri,No,No,Yes,No,No,No,No,No,0,0,0,1,0,0,No,No,Urban,Coordinate,41.8781021,-87.782445
6733,202101433505,2021,(N/A),Other,Unable to Determine,Pedestrian,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.87368412918961,-87.80452132203766,Oak Park,K-Fatal crash,No,Yes,0,23,13,No,No,No,Yes,(UNK),No,District 1,Region 1,(N/A),1,0,Wed,No,Yes,No,No,No,No,No,No,0,0,0,0,1,1,No,No,Urban,Coordinate,41.8736841,-87.8045213
6936,202001258066,2020,Failing to Yield Right of Way,Other,Unable to Determine,Pedalcyclist,Stop Sign,Functioning Properly,Cloudy/Overcast,Daylight,41.87346173303725,-87.79963007771829,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,17,09,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Harrison/Home,0,1,Thu,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8734617,-87.7996301
6979,202401149927,2024,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,No Controls,No Controls,Cloudy/Overcast,Daylight,41.8815,-87.79843,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,08,05,No,No,Yes,No,Yes,No,District 1,Region 1,(N/A),0,1,Tue,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8815,-87.79843
7120,202301189962,2023,Failing to Yield Right of Way,Other,(N/A),Pedalcyclist,Pedestrian Crossing Sign,Functioning Properly,Clear,Daylight,41.8885599917713,-87.80502039096567,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,08,37,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Lake St/N Harlem Ave,0,1,Fri,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.88856,-87.8050204
7189,202101175283,2021,Improper Overtaking/Passing,Other,Unable to Determine,Pedalcyclist,No Controls,No Controls,Clear,Daylight,41.86646909619658,-87.78887701455993,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,17,39,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Tue,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8664691,-87.788877
7190,202101175288,2021,Failing to Reduce Speed to Avoid Crash,Speed,Unable to Determine,Pedalcyclist,Stop Sign,Functioning Properly,Clear,Daylight,41.86697789727394,-87.79382136732345,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,14,33,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Fillmore St/S Oak Park Ave,0,2,Wed,Yes,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8669779,-87.7938214
7298,202101410477,2021,Failing to Yield Right of Way,Other,(N/A),Pedestrian,No Controls,No Controls,Clear,Daylight,41.87777975986125,-87.80464902575159,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,11,15,No,Yes,No,Yes,Yes,No,District 1,Region 1,Adams/Harlem,0,1,Thu,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8777798,-87.804649
7865,202101180194,2021,Failing to Reduce Speed to Avoid Crash,Speed,Unable to Determine,Pedalcyclist,Stop Sign,Functioning Properly,Cloudy/Overcast,Daylight,41.88676529467582,-87.80248481021417,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,18,50,No,Yes,No,Yes,Yes,Yes,District 1,Region 1,Marion St/South Blvd,0,1,Thu,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8867653,-87.8024848
8142,202101181943,2021,Failing to Yield Right of Way,Other,"Evasive Action Due to Animal, Object, Non-Motorist",Pedestrian,No Controls,No Controls,Clear,Daylight,41.87027704603854,-87.80438616683357,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,18,12,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Wed,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.870277,-87.8043862
8359,202101182853,2021,Following Too Closely,Other,Unable to Determine,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.88162993770305,-87.78939994775905,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,17,58,No,Yes,No,Yes,Yes,No,District 1,Region 1,S East Ave/Washington Blvd,0,1,Mon,No,No,Yes,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8816299,-87.7893999
8646,202301200319,2023,(N/A),Other,(N/A),Pedestrian,No Controls,No Controls,Clear,Daylight,41.88401979737155,-87.77640915188348,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,09,43,No,Yes,Yes,Yes,Yes,No,District 1,Region 1,Randolph St/S Humphrey Ave,0,1,Wed,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8840198,-87.7764092
8648,202201369109,2022,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,Traffic Signal,Functioning Properly,Clear,"Darkness, Lighted Road",41.898366327346686,-87.78500468131394,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,17,15,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Thu,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8983663,-87.7850047
8765,202401338065,2024,(N/A),Other,Unable to Determine,Pedestrian,No Controls,No Controls,Clear,"Darkness, Lighted Road",41.89089,-87.79455,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,21,11,No,No,No,Yes,Yes,No,District 1,Region 1,(N/A),0,2,Thu,No,Yes,No,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.89089,-87.79455
8995,202201093411,2022,Failing to Reduce Speed to Avoid Crash,Speed,Improper Lane Usage,Pedalcyclist,Traffic Signal,Functioning Properly,Clear,Daylight,41.88832002125631,-87.78468987924656,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,08,40,No,Yes,Yes,Yes,Yes,No,District 1,Region 1,Lake St/N Ridgeland Ave,0,1,Mon,No,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.88832,-87.7846899
9038,202101187817,2021,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedalcyclist,Traffic Signal,Functioning Properly,Cloudy/Overcast,Daylight,41.88864915675507,-87.80093344917846,Oak Park,B-Non-incapacitating injury crash,Yes,No,2,17,24,No,No,No,Yes,Yes,Yes,District 1,Region 1,(N/A),0,1,Sat,Yes,No,Yes,No,No,No,No,No,0,1,0,0,0,1,No,No,Urban,Coordinate,41.8886492,-87.8009334
9169,202201371577,2022,Failing to Yield Right of Way,Other,Unable to Determine,Pedestrian,Stop Sign,Functioning Properly,Rain,"Darkness, Lighted Road",41.88683421376922,-87.78138447789688,Oak Park,A-Incapacitating injury crash,Yes,No,1,16,56,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,1,Tue,No,Yes,No,No,No,No,No,No,1,0,0,0,1,1,No,No,Urban,Coordinate,41.8868342,-87.7813845
9340,202201372940,2022,Failing to Yield Right of Way,Other,Failing to Reduce Speed to Avoid Crash,Pedestrian,Traffic Signal,Functioning Properly,Rain,Daylight,41.894231564091534,-87.80323005496602,Oak Park,"C-Injury reported, not evident crash",Yes,No,3,15,00,No,No,Yes,Yes,Yes,No,District 1,Region 1,(N/A),0,2,Wed,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,No,No,Urban,Coordinate,41.8942316,-87.8032301
