objectid,address,building_historical_name,building_current_name,architect,builder,developer,significant_owner,style_primary,style_secondary,form,construction_decade,construction_year,construction_year_certainty,construction_year_source,resource_rating,is_individually_eligible,local_landmark,local_listed_district,local_listing,nr_landmark,nr_listed_individually,nr_listed_district,nr_listing,eligibility_remarks,previous_survey_name,historical_summary,notes,references,image_url,form_url,latitude,longitude,historic_district
4217,804 S MAPLE AVE,,,Charles A. Strandel,Eric Olson,,Joseph Meyer,,,bungalow,1920-1929,1926,,Village of Oak Park Building Permit Archive,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/164__ILLINOIS_COOK__(804-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0164__ILLINOIS_COOK__(804-S-Maple-Ave).pdf,41.87512,-87.8034155,
4218,806 S MAPLE AVE,,,E. W. Bessler,John L. Roehr,,Fred Althoff,,,bungalow,1920-1929,1922,,Village of Oak Park Building Permit Archive,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/52__ILLINOIS_COOK__(806-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0052__ILLINOIS_COOK__(806-S-Maple-Ave).pdf,41.875003,-87.8034276,
4219,810 S MAPLE AVE,,,E. W. Bessler,John L. Roehr,,J. Adams,,,bungalow,1920-1929,1922,,"PVA Office, Cook County Assessor's Office",Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/51__ILLINOIS_COOK__(810-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0051__ILLINOIS_COOK__(810-S-Maple-Ave).pdf,41.8749176,-87.8034111,
4220,814-816 S MAPLE AVE,,,Meyer and Cook,Huntington & Company,,T. B. Roberts,,Tudor,apartment/multi-unit complex,1920-1929,1927,documented,Village of Oak Park Building Permit Archive,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/49__ILLINOIS_COOK__(814-816-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0049__ILLINOIS_COOK__(814-816-S-Maple-Ave).pdf,41.8746481,-87.8034199,
4221,836 S MAPLE AVE,,Harrison Street condominiums,C. W. Lampe,A. Armbruster,,Gordon D. Wilson,Classical Revival,,apartment/multi-unit complex,1920-1929,1921,documented,Village of Oak Park Building Permit Archive,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/36__ILLINOIS_COOK__(836-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0036__ILLINOIS_COOK__(836-S-Maple-Ave).pdf,41.8739501,-87.8033726,
4222,934 S MAPLE AVE,,,R. W. Stolt,Alex L. Houston,,Mrs. Minnie Fleecheck,,,bungalow,1920-1929,1925,,,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/104__ILLINOIS_COOK__(934-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0104__ILLINOIS_COOK__(934-S-Maple-Ave).pdf,41.871017,-87.8033084,
4223,938 S MAPLE AVE,,,,Anderson and Cowie,,Mrs. Minnie Fleecheck,,,bungalow,1920-1929,1921,documented,Village of Oak Park building permit archive,Contributing,No,No,No,,No,No,No,,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/98__ILLINOIS_COOK__(938-S-Maple-Ave)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/0098__ILLINOIS_COOK__(938-S-Maple-Ave).pdf,41.870948,-87.8032947,
4224,320 N MARION ST,,,Jacob Lewis,Cyril R. Cook,,Anna Cook,,,Three Flat,1920-1929,1927,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. This apartment building was designed by Jacob Lewis and constructed in 1927 by Cyril R. Cook for owner Anna Cook.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21412__ILLINOIS_COOK__(320-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21412__ILLINOIS_COOK__(320-N-Marion-St).pdf,41.8926663,-87.8024794,Frank Lloyd Wright
4225,552 N MARION ST,,,,Frank Tunk & Company,,Charles Steinke,,,,1920-1929,1922,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was constructed in 1922 by Frank Tunk & Company for owner Charles Steinke.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21425__ILLINOIS_COOK__(552-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21425__ILLINOIS_COOK__(552-N-Marion-St).pdf,41.8962524,-87.8030267,Frank Lloyd Wright
4226,606 N MARION ST,,,C. Reier,C. Reier,,C. Reier,,,,1920-1929,1922,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21870__ILLINOIS_COOK__(606-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21870__ILLINOIS_COOK__(606-N-Marion-St).pdf,41.8965534,-87.8030555,Frank Lloyd Wright
4227,609 N MARION ST,,,Rosenberg & Pierce,Larson & Erickson,,"Larson, Erickson & Wittrock",,,,1920-1929,1926,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21871__ILLINOIS_COOK__(609-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21871__ILLINOIS_COOK__(609-N-Marion-St).pdf,41.8966426,-87.8036701,Frank Lloyd Wright
4228,622 N MARION ST,,,Ernest Braucher,George C. Brelock & Co.,,John C. Hattendorf,,,,1920-1929,1922,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21873__ILLINOIS_COOK__(622-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21873__ILLINOIS_COOK__(622-N-Marion-St).pdf,41.8969797,-87.8030555,Frank Lloyd Wright
4229,625-627 N MARION ST,,,Roy Hotchkiss,A. L. Houston,,A. Thoms,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21874__ILLINOIS_COOK__(625-627-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21874__ILLINOIS_COOK__(625-627-N-Marion-St).pdf,41.8971677,-87.8034683,Frank Lloyd Wright
4230,629 N MARION ST,,,Roy Hotchkiss,Guy & McClintock,,Guy & McClintock,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Roy Hotchkiss and constructed in 1921 by Guy & McClintock.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21429__ILLINOIS_COOK__(629-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21429__ILLINOIS_COOK__(629-N-Marion-St).pdf,41.8973578,-87.8035741,Frank Lloyd Wright
4231,633 N MARION ST,,,Roy Hotchkiss,Guy & McClintock,,Guy & McClintock,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Roy Hotchkiss and constructed in 1921 by Guy & McClintock.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21430__ILLINOIS_COOK__(633-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21430__ILLINOIS_COOK__(633-N-Marion-St).pdf,41.8974847,-87.8036221,Frank Lloyd Wright
4232,638 N MARION ST,,,,Buurma & Visser,,P. Visser,,,,1920-1929,1922,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21877__ILLINOIS_COOK__(638-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21877__ILLINOIS_COOK__(638-N-Marion-St).pdf,41.8975041,-87.8031131,Frank Lloyd Wright
4233,641 N MARION ST,,,,,,,Craftsman,,,1920-1929,1923,approximate,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was constructed circa 1923.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21432__ILLINOIS_COOK__(641-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21432__ILLINOIS_COOK__(641-N-Marion-St).pdf,41.8976884,-87.8036317,Frank Lloyd Wright
4234,646 N MARION ST,,,,Buurma & Visser,,H. Buurma,,,,1920-1929,1922,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was constructed in 1922 by Buurma & Visser for owner H. Buurma.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21433__ILLINOIS_COOK__(646-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21433__ILLINOIS_COOK__(646-N-Marion-St).pdf,41.8977162,-87.8030555,Frank Lloyd Wright
4235,701 N MARION ST,,,Arthur B. Maiwurm,John Gerrold,,E. F. Lindop,,,,1920-1929,1929,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture,,,"1929 frame garage, E. F. Lindop",,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21878__ILLINOIS_COOK__(701-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21878__ILLINOIS_COOK__(701-N-Marion-St).pdf,41.8980475,-87.8041694,Frank Lloyd Wright
4236,703 N MARION ST,,,Arthur B. Maiwurm,John Gerrold,,E. F. Lindop,,,foursquare,1920-1929,1929,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Arthur B. Maiwurm and constructed in 1929 by John Gerrold for owner E. F. Lindop.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21434__ILLINOIS_COOK__(703-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21434__ILLINOIS_COOK__(703-N-Marion-St).pdf,41.8981546,-87.8041982,Frank Lloyd Wright
4237,705 N MARION ST,,,Arthur B. Maiwurm,John Gerrold,,E. F. Lindop,,,foursquare,1920-1929,1929,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Arthur B. Maiwurm and constructed in 1929 by John Gerrold for owner E. F. Lindop.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21435__ILLINOIS_COOK__(705-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21435__ILLINOIS_COOK__(705-N-Marion-St).pdf,41.898242,-87.8042078,Frank Lloyd Wright
4238,717 N MARION ST,,,Louis A. Scheidt,Louis & Isabel Scheidt,,Louis & Isabel Scheidt,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed and constructed in 1921 by and for Louis & Isabel Scheidt.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21439__ILLINOIS_COOK__(717-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21439__ILLINOIS_COOK__(717-N-Marion-St).pdf,41.8985513,-87.8041694,Frank Lloyd Wright
4239,719 N MARION ST,,,Louis A. Scheidt,Louis & Isabel Scheidt,,Louis & Isabel Scheidt,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed and constructed in 1921 by and for Louis & Isabel Scheidt.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21441__ILLINOIS_COOK__(719-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21441__ILLINOIS_COOK__(719-N-Marion-St).pdf,41.8986676,-87.8041694,Frank Lloyd Wright
4240,721 N MARION ST,,,Louis & Isabel Scheidt,Louis & Isabel Scheidt,,Louis & Isabel Scheidt,,,,1920-1929,1921,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21884__ILLINOIS_COOK__(721-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21884__ILLINOIS_COOK__(721-N-Marion-St).pdf,41.8987846,-87.8042078,Frank Lloyd Wright
4241,746 N MARION ST,,,,Harper & Butendorff,,Alfred Stelzer,,,,1920-1929,1920,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21890__ILLINOIS_COOK__(746-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21890__ILLINOIS_COOK__(746-N-Marion-St).pdf,41.8995839,-87.8034396,Frank Lloyd Wright
4242,801 N MARION ST,,,Arthur B. Maiwurm,Milton Pillinger,,L. Nolting,,,,1920-1929,1926,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Arthur B. Maiwurm and constructed in 1926 by Milton Pillinger for owner L. Nolting.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21450__ILLINOIS_COOK__(801-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21450__ILLINOIS_COOK__(801-N-Marion-St).pdf,41.8998516,-87.8042654,Frank Lloyd Wright
4243,804 N MARION ST,,,,O. Anderson & Potence,,Emil Gruenwald,,,,1920-1929,1924,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21891__ILLINOIS_COOK__(804-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21891__ILLINOIS_COOK__(804-N-Marion-St).pdf,41.8999934,-87.8035741,Frank Lloyd Wright
4244,805 N MARION ST,,,Arthur B. Maiwurm,Harry Erickson,,C. A. Foster,,,,1920-1929,1927,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed by Arthur B. Maiwurm and constructed in 1927 by Harry Erickson for owner C. A. Foster.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21451__ILLINOIS_COOK__(805-N-Marion-St)_0001.JPG,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21451__ILLINOIS_COOK__(805-N-Marion-St).pdf,41.9000051,-87.8041886,Frank Lloyd Wright
4245,809 N MARION ST,,,A. Ronneberg Inc.,Charlie Anderson,,Frank Saderman,,,,1920-1929,1929,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21892__ILLINOIS_COOK__(809-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21892__ILLINOIS_COOK__(809-N-Marion-St).pdf,41.9001411,-87.8042078,Frank Lloyd Wright
4246,810 N MARION ST,,,Arthur B. Maiwurm,Harper & Butendorff,,Gus Rabel,,,,1920-1929,1924,documented,Village of Oak Park building permit archives.,Non-Contributing,No,No,No,,No,No,No,,,,"810 N Marion St was vastly altered with a 2-story addition and remodel in 2002. Due to the lack of historic integrity, it is considered a non-contributing building within the Frank Lloyd Wright-Prairie School of Architecture Historic District.",,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/23525__ILLINOIS_COOK__(810-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/23525__ILLINOIS_COOK__(810-N-Marion-St).pdf,41.9001294,-87.8035933,Frank Lloyd Wright
4247,812 N MARION ST,,,B. J. Bruns,William Ernst,,Edward Schultz,,,,1920-1929,1925,documented,Village of Oak Park building permit archives.,Non-Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21893__ILLINOIS_COOK__(812-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21893__ILLINOIS_COOK__(812-N-Marion-St).pdf,41.9002464,-87.8036317,Frank Lloyd Wright
4248,816 N MARION ST,,,B. J. Bruns,William Voight,,Fred Velske,,,,1920-1929,1924,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21894__ILLINOIS_COOK__(816-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21894__ILLINOIS_COOK__(816-N-Marion-St).pdf,41.900362,-87.8035933,Frank Lloyd Wright
4249,818 N MARION ST,,,B. J. Bruns,William Voight,,John Velske,,,,1920-1929,1924,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21895__ILLINOIS_COOK__(818-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21895__ILLINOIS_COOK__(818-N-Marion-St).pdf,41.9004402,-87.8036317,Frank Lloyd Wright
4250,823 N MARION ST,,,Charles J. Grotz,Fred Engel,,Fred Engel,,,,1920-1929,1928,documented,Village of Oak Park building permit archives.,Non-Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21896__ILLINOIS_COOK__(823-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21896__ILLINOIS_COOK__(823-N-Marion-St).pdf,41.9005689,-87.8042846,Frank Lloyd Wright
4251,828 N MARION ST,,,A. McConachie,A. McConachie,,A. McConachie,,,,1920-1929,1923,documented,Village of Oak Park building permit archives.,Contributing,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,No,No,Yes,Frank Lloyd Wright-Prairie School of Architecture Historic District,,,The building is a Contributing Resource in the historic district. The house was designed and constructed in 1923 by and for A. McConachie.,,,https://apps.oak-park.us/GIS/Historic_Resources_of_Oak_Park/21457__ILLINOIS_COOK__(828-N-Marion-St)_0001.jpg,https://apps.oak-park.us/GIS/Forms_Historic_Resources_of_Oak_Park/21457__ILLINOIS_COOK__(828-N-Marion-St).pdf,41.9008278,-87.8036317,Frank Lloyd Wright
