geography,geoid,vintage,period,table,variable,label,estimate,margin_of_error,source
"Cook County, Illinois",05000US17031,2023,2019-2023,B19013,B19013_001,Median household income in the past 12 months (in 2023 inflation-adjusted dollars),81797,639,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25003,B25003_001,Total:,2084578,3951,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25003,B25003_002,Total: > Owner occupied,1198834,7668,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25003,B25003_003,Total: > Renter occupied,885744,6500,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_001,Total:,2270349,369,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_002,Total: > Built 2020 or later,7617,756,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_003,Total: > Built 2010 to 2019,92794,2919,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_004,Total: > Built 2000 to 2009,174889,4009,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_005,Total: > Built 1990 to 1999,143888,3304,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_006,Total: > Built 1980 to 1989,168009,2926,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_007,Total: > Built 1970 to 1979,280324,3878,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_008,Total: > Built 1960 to 1969,285461,4382,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_009,Total: > Built 1950 to 1959,327665,4648,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_010,Total: > Built 1940 to 1949,155239,3265,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,B25034_011,Total: > Built 1939 or earlier,634463,5450,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25035,B25035_001,Median year structure built,1961,1,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25064,B25064_001,Median gross rent,1381,8,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25077,B25077_001,Median value (dollars),305200,2016,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",1523193,10166.2,data.census.gov
"Cook County, Illinois",05000US17031,2023,2019-2023,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),634463,5450,data.census.gov
Illinois,04000US17,2023,2019-2023,B01002,B01002_001,Median age -- > Total:,38.9,0.1,data.census.gov
Illinois,04000US17,2023,2019-2023,B01003,B01003_001,Total,12692653,,data.census.gov
Illinois,04000US17,2023,2019-2023,B03002,B03002_001,Total:,12692653,,data.census.gov
Illinois,04000US17,2023,2019-2023,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,7456575,3789,data.census.gov
Illinois,04000US17,2023,2019-2023,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1719887,6099,data.census.gov
Illinois,04000US17,2023,2019-2023,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,730106,3168,data.census.gov
Illinois,04000US17,2023,2019-2023,B03002,B03002_012,Total: > Hispanic or Latino:,2348118,228,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,B15003_001,Total:,8738607,1018,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,B15003_022,Total: > Bachelor's degree,1949199,10429,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,B15003_023,Total: > Master's degree,952141,10230,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,B15003_024,Total: > Professional school degree,214504,3827,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,B15003_025,Total: > Doctorate degree,133650,3142,data.census.gov
Illinois,04000US17,2023,2019-2023,B19013,B19013_001,Median household income in the past 12 months (in 2023 inflation-adjusted dollars),81702,363,data.census.gov
Illinois,04000US17,2023,2019-2023,B25003,B25003_001,Total:,5001904,7673,data.census.gov
Illinois,04000US17,2023,2019-2023,B25003,B25003_002,Total: > Owner occupied,3343034,15066,data.census.gov
Illinois,04000US17,2023,2019-2023,B25003,B25003_003,Total: > Renter occupied,1658870,9456,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_001,Total:,5443501,767,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_002,Total: > Built 2020 or later,22557,1207,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_003,Total: > Built 2010 to 2019,251912,4441,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_004,Total: > Built 2000 to 2009,598875,6347,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_005,Total: > Built 1990 to 1999,580226,5474,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_006,Total: > Built 1980 to 1989,498175,5438,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_007,Total: > Built 1970 to 1979,780355,5820,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_008,Total: > Built 1960 to 1969,628236,6549,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_009,Total: > Built 1950 to 1959,660333,5554,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_010,Total: > Built 1940 to 1949,311713,4268,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,B25034_011,Total: > Built 1939 or earlier,1111119,6663,data.census.gov
Illinois,04000US17,2023,2019-2023,B25035,B25035_001,Median year structure built,1970,1,data.census.gov
Illinois,04000US17,2023,2019-2023,B25064,B25064_001,Median gross rent,1227,5,data.census.gov
Illinois,04000US17,2023,2019-2023,B25077,B25077_001,Median value (dollars),250500,863,data.census.gov
Illinois,04000US17,2023,2019-2023,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",3249494,15425.1,data.census.gov
Illinois,04000US17,2023,2019-2023,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),1111119,6663,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B01002,B01002_001,Median age -- > Total:,40.3,1.0,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B01003,B01003_001,Total,53292,49,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B03002,B03002_001,Total:,53292,49,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,32762,1264,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,9504,878,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,2719,575,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B03002,B03002_012,Total: > Hispanic or Latino:,4973,814,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,B15003_001,Total:,37400,629,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,B15003_022,Total: > Bachelor's degree,12648,913,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,B15003_023,Total: > Master's degree,9592,700,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,B15003_024,Total: > Professional school degree,2852,495,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,B15003_025,Total: > Doctorate degree,2033,295,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B19013,B19013_001,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),110820,3611,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25003,B25003_001,Total:,23387,568,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25003,B25003_002,Total: > Owner occupied,14037,596,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25003,B25003_003,Total: > Renter occupied,9350,659,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_001,Total:,24872,569,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_002,Total: > Built 2020 or later,82,81,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_003,Total: > Built 2010 to 2019,975,233,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_004,Total: > Built 2000 to 2009,1122,271,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_005,Total: > Built 1990 to 1999,549,156,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_006,Total: > Built 1980 to 1989,722,186,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_007,Total: > Built 1970 to 1979,1736,367,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_008,Total: > Built 1960 to 1969,2118,416,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_009,Total: > Built 1950 to 1959,1547,259,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_010,Total: > Built 1940 to 1949,1280,310,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,B25034_011,Total: > Built 1939 or earlier,14741,595,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25035,B25035_001,Median year structure built,1938,,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25064,B25064_001,Median gross rent,1593,81,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25077,B25077_001,Median value (dollars),465500,13551,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",27125,1286.7,data.census.gov
"Oak Park village, Illinois",16000US1754885,2024,2020-2024,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),14741,595,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B01002,B01002_001,Median age -- > Total:,38.0,0.1,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B01003,B01003_001,Total,5182090,,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B03002,B03002_001,Total:,5182090,,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,2077522,2568,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1130881,3787,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,407859,2751,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B03002,B03002_012,Total: > Hispanic or Latino:,1387163,,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,B15003_001,Total:,3641534,69,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,B15003_022,Total: > Bachelor's degree,900648,7366,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,B15003_023,Total: > Master's degree,467841,7026,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,B15003_024,Total: > Professional school degree,116517,3038,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,B15003_025,Total: > Doctorate degree,70595,2543,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B19013,B19013_001,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),83498,630,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25003,B25003_001,Total:,2100230,3848,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25003,B25003_002,Total: > Owner occupied,1212570,7287,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25003,B25003_003,Total: > Renter occupied,887660,6720,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_001,Total:,2276493,389,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_002,Total: > Built 2020 or later,15047,1346,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_003,Total: > Built 2010 to 2019,99817,2778,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_004,Total: > Built 2000 to 2009,180901,4551,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_005,Total: > Built 1990 to 1999,141698,3218,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_006,Total: > Built 1980 to 1989,171892,3623,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_007,Total: > Built 1970 to 1979,276109,4676,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_008,Total: > Built 1960 to 1969,283708,4470,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_009,Total: > Built 1950 to 1959,324927,4258,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_010,Total: > Built 1940 to 1949,150008,3391,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,B25034_011,Total: > Built 1939 or earlier,632386,5373,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25035,B25035_001,Median year structure built,1961,1,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25064,B25064_001,Median gross rent,1435,7,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25077,B25077_001,Median value (dollars),324500,1460,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",1555601,10923.3,data.census.gov
"Cook County, Illinois",05000US17031,2024,2020-2024,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),632386,5373,data.census.gov
Illinois,04000US17,2024,2020-2024,B01002,B01002_001,Median age -- > Total:,39.0,0.1,data.census.gov
Illinois,04000US17,2024,2020-2024,B01003,B01003_001,Total,12694798,,data.census.gov
Illinois,04000US17,2024,2020-2024,B03002,B03002_001,Total:,12694798,,data.census.gov
Illinois,04000US17,2024,2020-2024,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,7370665,3871,data.census.gov
Illinois,04000US17,2024,2020-2024,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1693169,5997,data.census.gov
Illinois,04000US17,2024,2020-2024,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,754004,3408,data.census.gov
Illinois,04000US17,2024,2020-2024,B03002,B03002_012,Total: > Hispanic or Latino:,2387049,283,data.census.gov
Illinois,04000US17,2024,2020-2024,B15003,B15003_001,Total:,8767004,1115,data.census.gov
Illinois,04000US17,2024,2020-2024,B15003,B15003_022,Total: > Bachelor's degree,1981080,11652,data.census.gov
Illinois,04000US17,2024,2020-2024,B15003,B15003_023,Total: > Master's degree,979091,10069,data.census.gov
Illinois,04000US17,2024,2020-2024,B15003,B15003_024,Total: > Professional school degree,215303,3587,data.census.gov
Illinois,04000US17,2024,2020-2024,B15003,B15003_025,Total: > Doctorate degree,142675,3101,data.census.gov
Illinois,04000US17,2024,2020-2024,B19013,B19013_001,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),83390,362,data.census.gov
Illinois,04000US17,2024,2020-2024,B25003,B25003_001,Total:,5036449,8009,data.census.gov
Illinois,04000US17,2024,2020-2024,B25003,B25003_002,Total: > Owner occupied,3378910,14728,data.census.gov
Illinois,04000US17,2024,2020-2024,B25003,B25003_003,Total: > Renter occupied,1657539,10322,data.census.gov
